"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY NOWA LEWICA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY ANTYPARTIA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA"
300203;"gm. Drawsko";"czarnkowsko-trzcianecki";"wielkopolskie";38;7;7;4091;4419;965;3126;0;3126;7;58;0;0;0;0;0;0;3126;0;0;3126;111;69;32;10;3015;69;448;220;1185;242;798;53;;;;;
300204;"gm. Krzyż Wielkopolski";"czarnkowsko-trzcianecki";"wielkopolskie";38;6;6;5907;6297;1685;4222;2;4224;12;84;2;0;0;0;0;2;4223;2;0;4223;121;67;48;6;4102;58;601;334;1367;235;1432;75;;;;;
300205;"gm. Lubasz";"czarnkowsko-trzcianecki";"wielkopolskie";38;11;11;5260;5696;993;4266;5;4271;5;36;4;0;0;0;0;4;4269;4;2;4267;154;97;49;8;4113;72;801;261;1225;322;1373;59;;;;;
300206;"gm. Połajewo";"czarnkowsko-trzcianecki";"wielkopolskie";38;7;7;4313;4676;886;3428;0;3428;3;30;0;0;0;0;0;0;3429;0;1;3428;173;100;63;10;3255;56;539;232;1285;278;818;47;;;;;
300207;"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";38;18;18;16472;17381;3922;12548;5;12553;28;152;5;0;0;0;0;5;12553;5;11;12542;285;188;81;16;12257;153;1989;935;3375;724;4833;248;;;;;
300208;"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";38;10;10;8779;9221;2619;6158;0;6158;8;131;0;0;0;0;0;0;6157;0;0;6157;271;159;84;28;5886;90;1134;410;2081;392;1633;146;;;;;
300301;"m. Gniezno";"gnieźnieński";"wielkopolskie";37;39;39;46957;49654;9452;37503;56;37559;63;513;56;3;1;0;0;52;37545;52;54;37491;627;361;222;44;36864;466;7500;5646;9782;2237;10673;365;195;;;;
300302;"gm. Czerniejewo";"gnieźnieński";"wielkopolskie";37;8;8;6092;6093;1536;4555;1;4556;9;26;1;0;0;0;0;1;4557;1;0;4557;168;106;54;8;4389;83;675;566;1497;325;1170;45;28;;;;
300303;"gm. Gniezno";"gnieźnieński";"wielkopolskie";37;9;9;9803;10036;1856;7938;1;7939;6;89;1;0;0;0;0;1;7938;1;4;7934;151;93;47;11;7783;120;1671;927;2112;650;2207;74;22;;;;
300304;"gm. Kiszkowo";"gnieźnieński";"wielkopolskie";37;9;9;4069;4194;978;3091;0;3091;6;69;0;0;0;0;0;0;3091;0;0;3091;97;66;23;8;2994;54;563;374;1050;247;635;46;25;;;;
300305;"gm. Kłecko";"gnieźnieński";"wielkopolskie";37;11;11;5141;5546;1035;4106;0;4106;12;47;0;0;0;0;0;0;4103;0;2;4101;124;79;36;9;3977;64;678;484;1578;321;743;71;38;;;;
300306;"gm. Łubowo";"gnieźnieński";"wielkopolskie";37;9;9;5143;5393;965;4178;0;4178;7;101;0;0;0;0;0;0;4177;0;0;4177;101;63;33;5;4076;59;832;449;1254;318;1053;83;28;;;;
300307;"gm. Mieleszyn";"gnieźnieński";"wielkopolskie";37;7;7;2752;2901;710;2042;0;2042;5;26;0;0;0;0;0;0;2042;0;0;2042;62;38;17;7;1980;43;277;295;805;129;400;19;12;;;;
300308;"gm. Niechanowo";"gnieźnieński";"wielkopolskie";37;6;6;4436;4510;946;3487;0;3487;4;18;0;0;0;0;0;0;3487;0;0;3487;106;76;24;6;3381;64;462;801;1233;228;542;40;11;;;;
300309;"gm. Trzemeszno";"gnieźnieński";"wielkopolskie";37;15;15;9753;10483;2582;7171;0;7171;9;40;0;0;0;0;0;0;7170;0;8;7162;239;146;71;22;6923;149;1046;1007;2514;547;1545;92;23;;;;
300310;"gm. Witkowo";"gnieźnieński";"wielkopolskie";37;14;14;9358;9972;1880;7478;0;7478;17;35;0;0;0;0;0;0;7478;0;0;7478;180;96;66;18;7298;123;1030;1211;2761;506;1534;96;37;;;;
300401;"gm. Borek Wielkopolski";"gostyński";"wielkopolskie";36;8;8;5148;5503;1427;3721;2;3723;8;37;2;0;0;0;0;2;3719;2;0;3719;120;70;40;10;3599;79;628;320;1569;314;622;67;;;;;
300402;"gm. Gostyń";"gostyński";"wielkopolskie";36;29;29;19392;21006;3941;15452;1;15453;23;68;1;0;0;0;0;1;15446;1;0;15446;384;198;116;70;15062;354;2244;2377;4914;1295;3557;321;;;;;
300403;"gm. Krobia";"gostyński";"wielkopolskie";36;16;16;9094;9772;2451;6643;1;6644;6;22;1;0;0;0;0;1;6644;1;0;6644;173;84;64;25;6471;169;986;544;2808;577;1261;126;;;;;
300404;"gm. Pępowo";"gostyński";"wielkopolskie";36;10;10;4238;4502;916;3322;0;3322;3;10;0;0;0;0;0;0;3320;0;0;3320;127;88;33;6;3193;79;480;282;1447;303;537;65;;;;;
300405;"gm. Piaski";"gostyński";"wielkopolskie";36;12;12;6137;6599;1507;4630;2;4632;8;52;2;0;0;0;0;2;4632;2;0;4632;140;95;37;8;4492;93;739;441;1855;413;869;82;;;;;
300406;"gm. Pogorzela";"gostyński";"wielkopolskie";36;6;6;3411;3652;1014;2397;2;2399;0;21;2;0;0;0;0;2;2399;2;0;2399;94;65;26;3;2305;49;427;210;991;199;384;45;;;;;
300407;"gm. Poniec";"gostyński";"wielkopolskie";36;9;9;5320;5752;1440;3880;0;3880;3;7;0;0;0;0;0;0;3880;0;0;3880;162;92;61;9;3718;114;585;310;1581;297;776;55;;;;;
300501;"gm. Granowo";"grodziski";"wielkopolskie";38;5;5;3515;3844;676;2839;0;2839;7;54;0;0;0;0;0;0;2839;0;0;2839;115;57;46;12;2724;54;514;213;1001;246;586;110;;;;;
300502;"gm. Grodzisk Wielkopolski";"grodziski";"wielkopolskie";38;10;10;13883;14998;2835;11048;6;11054;23;55;6;0;0;0;0;6;11053;6;15;11038;199;113;60;26;10839;149;1766;1151;3123;868;3508;274;;;;;
300503;"gm. Kamieniec";"grodziski";"wielkopolskie";38;6;6;4525;4939;1019;3505;0;3505;1;18;0;0;0;0;0;0;3505;0;0;3505;153;91;53;9;3352;68;612;248;1271;236;876;41;;;;;
300504;"gm. Rakoniewice";"grodziski";"wielkopolskie";38;6;6;9085;9849;2112;6973;0;6973;15;28;0;0;0;0;0;0;6973;0;0;6973;219;133;64;22;6754;120;1449;443;2222;564;1859;97;;;;;
300505;"gm. Wielichowo";"grodziski";"wielkopolskie";38;5;5;4762;5116;1103;3659;0;3659;10;12;0;0;0;0;0;0;3654;0;0;3654;112;62;46;4;3542;72;724;247;1426;279;748;46;;;;;
300601;"gm. Jaraczewo";"jarociński";"wielkopolskie";36;14;14;5501;5966;1166;4334;0;4334;6;31;0;0;0;0;0;0;4334;0;4;4330;162;106;41;15;4168;74;657;270;2063;315;730;59;;;;;
300602;"gm. Jarocin";"jarociński";"wielkopolskie";36;25;25;31873;34308;6637;25232;10;25242;32;219;10;0;0;0;0;10;25240;10;1;25239;508;303;148;57;24731;472;3851;2219;8729;1539;7610;311;;;;;
300603;"gm. Kotlin";"jarociński";"wielkopolskie";36;12;12;4986;5282;1290;3696;0;3696;5;36;0;0;0;0;0;0;3696;0;0;3696;135;76;47;12;3561;79;561;255;1636;279;704;47;;;;;
300604;"gm. Żerków";"jarociński";"wielkopolskie";36;12;12;7220;7779;1689;5531;0;5531;7;46;0;0;0;0;0;0;5530;0;0;5530;197;137;43;17;5333;91;924;347;2673;386;855;57;;;;;
300701;"gm. Blizanów";"kaliski";"wielkopolskie";36;8;8;7215;7680;1842;5373;0;5373;16;22;0;0;0;0;0;0;5372;0;0;5372;109;58;38;13;5263;144;1061;343;2194;387;1040;94;;;;;
300702;"gm. Brzeziny";"kaliski";"wielkopolskie";36;11;11;4110;4504;845;3266;0;3266;9;31;0;0;0;0;0;0;3265;0;1;3264;102;61;30;11;3162;68;632;215;1570;258;380;39;;;;;
300703;"gm. Ceków-Kolonia";"kaliski";"wielkopolskie";36;7;7;3378;3634;832;2546;0;2546;2;18;0;0;0;0;0;0;2546;0;0;2546;89;52;33;4;2457;47;408;168;1114;157;530;33;;;;;
300704;"gm. Godziesze Wielkie";"kaliski";"wielkopolskie";36;15;15;7204;7666;1557;5647;1;5648;2;68;1;0;0;0;0;1;5648;1;1;5647;128;77;42;9;5519;133;794;333;2569;461;1140;89;;;;;
300705;"gm. Koźminek";"kaliski";"wielkopolskie";36;12;12;5558;5971;1454;4104;3;4107;7;50;3;0;0;0;0;3;4107;3;0;4107;108;54;40;14;3999;92;728;228;2014;342;537;58;;;;;
300706;"gm. Lisków";"kaliski";"wielkopolskie";36;7;7;3830;4083;1059;2771;0;2771;5;7;0;0;0;0;0;0;2771;0;0;2771;117;63;39;15;2654;58;542;173;1340;168;343;30;;;;;
300707;"gm. Mycielin";"kaliski";"wielkopolskie";36;6;6;3448;3714;877;2571;0;2571;2;10;0;0;0;0;0;0;2570;0;0;2570;94;61;24;9;2476;58;432;170;1295;178;315;28;;;;;
300708;"gm. Opatówek";"kaliski";"wielkopolskie";36;9;9;7627;8249;1299;6329;0;6329;13;69;0;0;0;0;0;0;6325;0;0;6325;116;68;40;8;6209;188;906;532;2734;466;1253;130;;;;;
300709;"gm. Stawiszyn";"kaliski";"wielkopolskie";36;7;7;5056;5433;1211;3845;1;3846;6;54;1;0;0;0;0;1;3846;1;1;3845;88;51;36;1;3757;94;637;290;1679;265;743;49;;;;;
300710;"gm. Szczytniki";"kaliski";"wielkopolskie";36;7;7;5565;5980;1199;4366;0;4366;12;13;0;0;0;0;0;0;4366;0;0;4366;119;65;45;9;4247;93;594;216;2544;305;413;82;;;;;
300711;"gm. Żelazków";"kaliski";"wielkopolskie";36;8;8;6769;7388;1280;5489;9;5498;12;33;9;3;0;0;0;6;5494;6;2;5492;111;65;29;17;5381;131;790;326;2419;362;1242;111;;;;;
300801;"gm. Baranów";"kępiński";"wielkopolskie";36;9;9;5696;6209;963;4733;0;4733;9;42;0;0;0;0;0;0;4732;0;2;4730;121;78;34;9;4609;86;705;246;1693;349;1426;104;;;;;
300802;"gm. Bralin";"kępiński";"wielkopolskie";36;7;7;4320;4607;882;3438;0;3438;7;29;0;0;0;0;0;0;3438;0;0;3438;86;54;25;7;3352;37;507;259;1158;266;1076;49;;;;;
300803;"gm. Kępno";"kępiński";"wielkopolskie";36;18;18;17589;18200;3981;13608;6;13614;25;124;6;1;0;0;0;5;13610;5;4;13606;273;136;114;23;13333;197;1858;752;4418;798;5115;195;;;;;
300804;"gm. Łęka Opatowska";"kępiński";"wielkopolskie";36;4;4;3724;4010;797;2927;0;2927;8;33;0;0;0;0;0;0;2927;0;0;2927;111;63;40;8;2816;49;438;130;1215;247;678;59;;;;;
300805;"gm. Perzów";"kępiński";"wielkopolskie";36;5;5;2644;2877;624;2020;4;2024;0;16;4;2;0;0;0;2;2022;2;0;2022;75;55;14;6;1947;34;256;136;708;147;648;18;;;;;
300806;"gm. Rychtal";"kępiński";"wielkopolskie";36;5;5;2673;2881;693;1980;0;1980;6;17;0;0;0;0;0;0;1980;0;0;1980;77;54;21;2;1903;32;270;95;817;144;519;26;;;;;
300807;"gm. Trzcinica";"kępiński";"wielkopolskie";36;6;6;3529;3862;739;2790;0;2790;2;15;0;0;0;0;0;0;2790;0;0;2790;67;41;25;1;2723;39;329;91;1184;230;789;61;;;;;
300901;"m. Koło";"kolski";"wielkopolskie";37;15;15;14826;15501;3577;11252;3;11255;21;128;3;2;0;0;0;1;11254;1;7;11247;238;130;99;9;11009;225;1924;942;4053;685;2995;150;35;;;;
300902;"gm. Babiak";"kolski";"wielkopolskie";37;5;5;5660;5922;1720;3940;0;3940;7;43;0;0;0;0;0;0;3939;0;0;3939;104;50;47;7;3835;88;463;204;2128;311;578;38;25;;;;
300903;"gm. Chodów";"kolski";"wielkopolskie";37;4;4;2238;2373;722;1516;0;1516;1;9;0;0;0;0;0;0;1514;0;1;1513;55;34;19;2;1458;25;159;82;830;121;187;6;48;;;;
300904;"gm. Dąbie";"kolski";"wielkopolskie";37;5;5;4429;4740;1120;3307;0;3307;10;14;0;0;0;0;0;0;3309;0;12;3297;108;55;40;13;3189;62;360;167;1947;204;401;39;9;;;;
300905;"gm. Grzegorzew";"kolski";"wielkopolskie";37;7;7;4251;4310;1207;3044;0;3044;7;36;0;0;0;0;0;0;3044;0;0;3044;104;62;35;7;2940;71;387;223;1572;225;398;50;14;;;;
300906;"gm. Kłodawa";"kolski";"wielkopolskie";37;11;11;8977;9474;2617;6360;2;6362;25;48;2;0;0;0;0;2;6359;2;2;6357;167;108;49;10;6190;111;659;370;3273;483;1212;56;26;;;;
300907;"gm. Koło";"kolski";"wielkopolskie";37;7;7;5707;6009;1326;4382;1;4383;7;26;1;0;0;0;0;1;4378;1;1;4377;88;50;29;9;4289;87;733;245;1942;368;829;74;11;;;;
300908;"gm. Kościelec";"kolski";"wielkopolskie";37;4;4;4842;5226;1021;3821;0;3821;4;18;0;0;0;0;0;0;3821;0;0;3821;95;51;36;8;3726;81;569;212;1906;287;617;44;10;;;;
300909;"gm. Olszówka";"kolski";"wielkopolskie";37;4;4;3279;3414;1075;2204;0;2204;0;31;0;0;0;0;0;0;2203;0;0;2203;79;46;29;4;2124;49;215;106;1342;155;223;20;14;;;;
300910;"gm. Osiek Mały";"kolski";"wielkopolskie";37;3;3;4442;4754;1044;3389;0;3389;5;17;0;0;0;0;0;0;3389;0;0;3389;88;43;44;1;3301;71;551;172;1745;279;419;52;12;;;;
300911;"gm. Przedecz";"kolski";"wielkopolskie";37;3;3;3032;3141;921;2111;0;2111;9;17;0;0;0;0;0;0;2111;0;0;2111;59;23;33;3;2052;38;233;133;1128;205;289;12;14;;;;
301001;"gm. Golina";"koniński";"wielkopolskie";37;7;7;8822;9490;2019;6804;0;6804;18;40;0;0;0;0;0;0;6800;0;6;6794;153;86;53;14;6641;177;1074;529;2890;448;1412;89;22;;;;
301002;"gm. Grodziec";"koniński";"wielkopolskie";37;4;4;3648;3913;961;2685;0;2685;7;27;0;0;0;0;0;0;2688;0;0;2688;98;60;35;3;2590;59;403;182;1350;191;369;27;9;;;;
301003;"gm. Kazimierz Biskupi";"koniński";"wielkopolskie";37;11;11;8467;8890;1871;6596;2;6598;8;77;2;0;0;0;0;2;6598;2;1;6597;174;94;67;13;6423;220;1006;527;2683;438;1435;96;18;;;;
301004;"gm. Kleczew";"koniński";"wielkopolskie";37;9;9;7396;7622;1881;5515;1;5516;24;57;1;0;0;0;0;1;5515;1;2;5513;203;140;57;6;5310;263;1071;306;2674;279;641;56;20;;;;
301005;"gm. Kramsk";"koniński";"wielkopolskie";37;12;12;8361;8833;1961;6400;0;6400;18;24;0;0;0;0;0;0;6400;0;1;6399;169;100;62;7;6230;138;888;423;3062;514;1076;118;11;;;;
301006;"gm. Krzymów";"koniński";"wielkopolskie";37;6;6;5918;6269;1349;4569;0;4569;9;19;0;0;0;0;0;0;4569;0;0;4569;98;63;32;3;4471;112;587;278;2200;359;854;65;16;;;;
301007;"gm. Rychwał";"koniński";"wielkopolskie";37;7;7;5871;6362;1307;4564;0;4564;11;45;0;0;0;0;0;0;4564;0;2;4562;154;110;38;6;4408;252;451;624;2218;290;512;46;15;;;;
301008;"gm. Rzgów";"koniński";"wielkopolskie";37;4;4;5236;5589;1327;3908;0;3908;1;19;0;0;0;0;0;0;3908;0;0;3908;97;61;33;3;3811;104;606;350;1792;280;622;49;8;;;;
301009;"gm. Skulsk";"koniński";"wielkopolskie";37;9;9;4336;4654;1349;2987;1;2988;8;13;1;0;0;0;0;1;2988;1;0;2988;117;83;31;3;2871;75;346;202;1463;232;492;58;3;;;;
301010;"gm. Sompolno";"koniński";"wielkopolskie";37;7;7;7395;7942;1875;5520;0;5520;3;33;0;0;0;0;0;0;5518;0;1;5517;171;96;66;9;5346;119;635;321;2956;386;825;94;10;;;;
301011;"gm. Stare Miasto";"koniński";"wielkopolskie";37;8;8;9175;9565;1834;7341;0;7341;9;89;0;0;0;0;0;0;7339;0;1;7338;173;88;78;7;7165;211;1246;580;2803;492;1720;97;16;;;;
301012;"gm. Ślesin";"koniński";"wielkopolskie";37;12;12;10270;11011;2438;7832;2;7834;21;160;2;0;0;0;0;2;7834;2;0;7834;148;92;45;11;7686;149;959;474;3668;535;1776;107;18;;;;
301013;"gm. Wierzbinek";"koniński";"wielkopolskie";37;8;8;5008;5371;1512;3496;0;3496;4;18;0;0;0;0;0;0;3496;0;0;3496;135;75;44;16;3361;77;310;177;2205;220;318;48;6;;;;
301014;"gm. Wilczyn";"koniński";"wielkopolskie";37;7;7;4291;4604;1135;3156;0;3156;5;50;0;0;0;0;0;0;3156;0;0;3156;119;78;33;8;3037;117;452;191;1619;207;401;44;6;;;;
301101;"m. Kościan";"kościański";"wielkopolskie";36;14;14;17890;18661;3184;14805;24;14829;11;317;21;1;0;0;2;18;14818;18;8;14810;263;123;112;28;14547;236;2533;1567;3525;713;5782;191;;;;;
301102;"gm. Czempiń";"kościański";"wielkopolskie";36;14;14;8421;9330;1362;7059;0;7059;7;332;0;0;0;0;0;0;7058;0;0;7058;247;131;83;33;6811;165;1391;643;1915;467;2049;181;;;;;
301103;"gm. Kościan";"kościański";"wielkopolskie";36;12;12;11332;12349;2126;9205;0;9205;5;104;0;0;0;0;0;0;9205;0;1;9204;279;154;106;19;8925;214;1715;766;2818;651;2628;133;;;;;
301104;"gm. Krzywiń";"kościański";"wielkopolskie";36;18;18;6886;7475;1352;5534;0;5534;7;60;0;0;0;0;0;0;5534;0;0;5534;236;140;77;19;5298;88;1483;276;2321;347;646;137;;;;;
301105;"gm. Śmigiel";"kościański";"wielkopolskie";36;22;22;12152;13083;2737;9414;4;9418;16;96;4;0;0;0;0;4;9418;4;0;9418;347;200;123;24;9071;218;1470;646;3322;673;2562;180;;;;;
301201;"m. Sulmierzyce";"krotoszyński";"wielkopolskie";36;1;1;2037;2098;516;1521;0;1521;3;19;0;0;0;0;0;0;1521;0;1;1520;72;40;25;7;1448;40;257;99;608;107;316;21;;;;;
301202;"gm. Kobylin";"krotoszyński";"wielkopolskie";36;10;10;5613;6004;1477;4136;3;4139;5;33;3;0;0;0;0;3;4139;3;0;4139;168;84;65;19;3971;95;665;252;1857;318;737;47;;;;;
301203;"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";36;9;9;9178;9907;2340;6838;1;6839;12;52;1;0;0;0;0;1;6836;1;0;6836;187;99;72;16;6649;154;1042;445;2707;518;1650;133;;;;;
301204;"gm. Krotoszyn";"krotoszyński";"wielkopolskie";36;35;35;27650;29806;5616;22038;15;22053;36;184;15;0;0;0;0;15;22046;15;0;22046;450;253;128;69;21596;450;3802;1888;7687;1453;6039;277;;;;;
301205;"gm. Rozdrażew";"krotoszyński";"wielkopolskie";36;7;7;3576;3850;803;2772;0;2772;10;13;0;0;0;0;0;0;2773;0;0;2773;105;63;36;6;2668;70;475;143;1382;198;336;64;;;;;
301206;"gm. Zduny";"krotoszyński";"wielkopolskie";36;8;8;5335;5632;1442;3891;1;3892;6;24;1;0;0;0;0;1;3892;1;2;3890;97;54;28;15;3793;112;583;384;1430;276;952;56;;;;;
301301;"gm. Krzemieniewo";"leszczyński";"wielkopolskie";36;8;8;5894;6353;1415;4480;0;4480;5;36;0;0;0;0;0;0;4479;0;31;4448;202;125;67;10;4246;121;647;385;1726;357;933;77;;;;;
301302;"gm. Lipno";"leszczyński";"wielkopolskie";36;7;7;6227;6847;938;5289;3;5292;1;35;3;0;0;0;0;3;5292;3;2;5290;152;75;65;12;5138;180;979;480;1337;413;1672;77;;;;;
301303;"gm. Osieczna";"leszczyński";"wielkopolskie";36;11;11;6686;7199;1360;5325;2;5327;4;60;2;0;0;0;0;2;5325;2;3;5322;191;122;62;7;5131;156;857;455;1767;405;1421;70;;;;;
301304;"gm. Rydzyna";"leszczyński";"wielkopolskie";36;12;12;7487;7716;1571;5916;1;5917;3;47;1;1;0;0;0;0;5916;0;7;5909;164;101;59;4;5745;196;1010;506;1684;483;1763;103;;;;;
301305;"gm. Święciechowa";"leszczyński";"wielkopolskie";36;4;4;5894;6303;1180;4714;0;4714;4;59;0;0;0;0;0;0;4713;0;0;4713;119;72;40;7;4594;146;721;464;1355;407;1444;57;;;;;
301306;"gm. Wijewo";"leszczyński";"wielkopolskie";36;2;2;2592;2842;447;2145;0;2145;2;35;0;0;0;0;0;0;2145;0;5;2140;114;71;34;9;2026;48;507;148;728;150;391;54;;;;;
301307;"gm. Włoszakowice";"leszczyński";"wielkopolskie";36;6;6;6913;7503;1408;5505;3;5508;6;96;3;0;0;0;0;3;5504;3;0;5504;151;76;69;6;5353;182;1262;413;1674;425;1311;86;;;;;
301401;"gm. Chrzypsko Wielkie";"międzychodzki";"wielkopolskie";38;3;3;2420;2642;598;1822;0;1822;1;26;0;0;0;0;0;0;1822;0;0;1822;72;35;30;7;1750;30;315;117;615;136;511;26;;;;;
301402;"gm. Kwilcz";"międzychodzki";"wielkopolskie";38;3;3;4432;4840;1116;3316;0;3316;8;18;0;0;0;0;0;0;3316;0;0;3316;113;72;35;6;3203;57;545;243;1005;207;1095;51;;;;;
301403;"gm. Międzychód";"międzychodzki";"wielkopolskie";38;17;17;13106;13743;3001;10105;1;10106;22;129;1;0;0;0;0;1;10104;1;1;10103;267;171;61;35;9836;170;1378;1473;2377;588;3719;131;;;;;
301404;"gm. Sieraków";"międzychodzki";"wielkopolskie";38;4;4;6020;6525;1492;4528;0;4528;9;110;0;0;0;0;0;0;4527;0;1;4526;111;68;34;9;4415;63;828;328;1337;250;1542;67;;;;;
301501;"gm. Kuślin";"nowotomyski";"wielkopolskie";38;3;3;3689;4022;831;2858;3;2861;6;29;3;0;0;0;0;3;2861;3;0;2861;104;65;36;3;2757;56;480;147;1003;205;825;41;;;;;
301502;"gm. Lwówek";"nowotomyski";"wielkopolskie";38;8;8;6286;6770;1562;4724;0;4724;5;39;0;0;0;0;0;0;4724;0;0;4724;151;92;53;6;4573;78;743;269;1495;312;1619;57;;;;;
301503;"gm. Miedzichowo";"nowotomyski";"wielkopolskie";38;2;2;2670;3007;461;2209;0;2209;5;38;0;0;0;0;0;0;2209;0;0;2209;89;58;21;10;2120;32;326;112;693;148;774;35;;;;;
301504;"gm. Nowy Tomyśl";"nowotomyski";"wielkopolskie";38;19;19;18656;20199;3168;15488;1;15489;17;173;1;0;0;0;0;1;15481;1;8;15473;264;149;78;37;15209;233;2207;1088;3451;901;7081;248;;;;;
301505;"gm. Opalenica";"nowotomyski";"wielkopolskie";38;11;11;11168;12287;1834;9334;0;9334;16;129;0;0;0;0;0;0;9333;0;2;9331;201;120;66;15;9130;145;1609;585;2750;597;3235;209;;;;;
301506;"gm. Zbąszyń";"nowotomyski";"wielkopolskie";38;13;13;9631;10308;1717;7914;0;7914;11;41;0;0;0;0;0;0;7912;0;1;7911;195;123;50;22;7716;112;951;411;1825;587;3721;109;;;;;
301601;"gm. Oborniki";"obornicki";"wielkopolskie";38;36;36;24083;25324;4436;19644;5;19649;25;503;5;0;0;0;0;5;19653;5;8;19645;448;288;132;28;19197;267;4801;1588;4676;1217;6224;424;;;;;
301602;"gm. Rogoźno";"obornicki";"wielkopolskie";38;21;21;12238;13202;2630;9608;5;9613;5;193;5;2;0;0;0;3;9601;3;6;9595;357;257;81;19;9238;236;2022;822;2693;638;2711;116;;;;;
301603;"gm. Ryczywół";"obornicki";"wielkopolskie";38;9;9;4966;5319;1239;3727;1;3728;3;42;0;0;0;0;0;0;3727;0;0;3727;174;119;47;8;3553;75;850;251;1213;240;878;46;;;;;
301701;"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";36;43;43;49826;53243;8918;40896;46;40942;67;327;45;5;0;0;0;40;40919;40;6;40913;630;301;254;75;40283;607;5263;4648;11013;2333;15826;593;;;;;
301702;"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";36;13;13;11000;11938;2268;8732;7;8739;10;75;7;0;1;0;0;6;8738;6;1;8737;193;116;57;20;8544;222;1321;552;3314;621;2397;117;;;;;
301703;"gm. Odolanów";"ostrowski";"wielkopolskie";36;18;18;10402;11157;2303;8099;1;8100;16;49;1;0;0;0;0;1;8100;1;3;8097;263;147;101;15;7834;145;959;445;3903;617;1656;109;;;;;
301704;"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";36;25;25;13832;14788;2838;10994;7;11001;16;66;4;0;0;0;0;4;10998;4;16;10982;272;177;82;13;10710;208;1637;916;4299;814;2666;170;;;;;
301705;"gm. Przygodzice";"ostrowski";"wielkopolskie";36;12;12;8745;9549;1633;7112;3;7115;6;41;2;0;0;0;0;2;7113;2;0;7113;172;112;38;22;6941;108;1170;520;2786;472;1783;102;;;;;
301706;"gm. Raszków";"ostrowski";"wielkopolskie";36;15;15;8230;8883;1767;6463;1;6464;16;62;1;0;0;0;0;1;6463;1;2;6461;165;93;55;17;6296;131;874;452;2875;488;1378;98;;;;;
301707;"gm. Sieroszewice";"ostrowski";"wielkopolskie";36;13;13;6910;7305;1766;5144;1;5145;10;7;1;0;0;0;0;1;5145;1;0;5145;183;109;56;18;4962;119;715;295;2465;391;886;91;;;;;
301708;"gm. Sośnie";"ostrowski";"wielkopolskie";36;8;8;4591;4974;1257;3334;1;3335;8;26;1;0;0;0;0;1;3334;1;0;3334;142;96;41;5;3192;71;456;167;1556;323;590;29;;;;;
301801;"gm. Czajków";"ostrzeszowski";"wielkopolskie";36;2;2;1787;1937;305;1482;0;1482;6;17;0;0;0;0;0;0;1482;0;1;1481;60;37;22;1;1421;26;262;83;718;106;208;18;;;;;
